link_imagem,titulo_documento
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B256%7Dchicharo_2020_foto_juliane1.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B263%7Dchicharo_2020_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B165%7Dcitros5_x_chicharo_hirsuto%2C_epagri_-_cepaf%2C_1999..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B13%7Dcitros6_x_chicharo_hirsusto%2C_epagri_-_cepaf%2C_1999..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B191%7Dchicharo_2020_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B484%7Dsementes_chicharo_foto_juliane_justen.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11172%5D%7B289%7Dfloracao_c._breviflora%2C_epagri-cepaf%2C_2020.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B433%7Dc._breviflora_em_frutificacao%2C_epagri-cepaf%2C_2020.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B545%7Dc._breviflora%2C_epagri-cepaf%2C_2020_%283%29.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B150%7Dc._breviflora%2C_epagri-cepaf%2C_2020.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B229%7Dc._breviflora_frutificacao%2C_epagri-cepaf%2C_2006.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B227%7Dc._breviflora_frutos%2C_epagri-cepaf%2C_2006..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B459%7Dc.breviflora_floracao%2C_epagri-cepaf%2C_2006..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B331%7Dcrotalaria_breviflora_2006_apresentacao_leandro_wildner.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B354%7Ddetalhe_folhas_c._breviflora%2C_epagri-cepaf%2C_cda_2006.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B170%7Dflor_c._breviflora%2C_epagri-cepaf%2C_cda_2006_2..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11172%5D%7B451%7Dflor_c._breviflora%2C_epagri-cepaf%2C_cda_2006.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Crotalaria breviflora (Crotalaria breviflora)
